Campaign name,Ad Group Name,Ad Name,Date,Cost,CPC (Destination),CPM,Impression,Clicks (Destination),CTR (Destination),Conversions,CPA,Currency
Campaign Name 6,Ad Group Name 6,Ad Name 5,2023-10-28,24476,3059,24476,1000,8,0.8,0,0,IDR
Campaign Name 5,Ad Group Name 5,Ad Name 5,2023-10-29,143289,3770,16471,8699,38,0.44,3,47763,IDR
Campaign Name 6,Ad Group Name 6,Ad Name 5,2023-10-29,27,0,27000,1,0,0.0,0,0,IDR
Campaign Name 5,Ad Group Name 5,Ad Name 5,2023-10-30,205597,6046,22116,9296,34,0.37,5,41119,IDR
Campaign Name 6,Ad Group Name 6,Ad Name 5,2023-10-30,0,0,0,0,0,0.0,0,0,IDR
Campaign Name 5,Ad Group Name 5,Ad Name 5,2023-10-31,128769,6438,22468,5731,20,0.35,1,128769,IDR
Campaign Name 6,Ad Group Name 6,Ad Name 5,2023-10-31,8,0,8000,1,0,0.0,0,0,IDR
Campaign Name 5,Ad Group Name 5,Ad Name 5,2023-11-01,162564,5080,15596,10423,32,0.31,1,162564,IDR
Campaign Name 6,Ad Group Name 6,Ad Name 5,2023-11-01,0,0,0,0,0,0.0,0,0,IDR
Campaign Name 5,Ad Group Name 5,Ad Name 5,2023-11-02,66372,4424,14596,4547,15,0.33,1,66372,IDR
Campaign Name 5,Ad Group Name 5,Ad Name 5,2023-11-03,0,0,0,0,0,0.0,0,0,IDR
Campaign Name 5,Ad Group Name 5,Ad Name 5,2023-11-04,0,0,0,0,0,0.0,0,0,IDR
Campaign Name 5,Ad Group Name 5,Ad Name 5,2023-11-05,0,0,0,0,0,0.0,0,0,IDR
Campaign Name 5,Ad Group Name 5,Ad Name 5,2023-11-06,44975,2998,11546,3895,15,0.39,1,44975,IDR
Campaign Name 5,Ad Group Name 5,Ad Name 5,2023-11-07,230789,4525,16790,13745,51,0.37,1,230789,IDR
Campaign Name 5,Ad Group Name 5,Ad Name 5,2023-11-08,192727,5506,17233,11183,35,0.31,3,64242,IDR
Campaign Name 5,Ad Group Name 5,Ad Name 5,2023-11-09,194757,5409,16266,11973,36,0.3,5,38951,IDR
Campaign Name 5,Ad Group Name 5,Ad Name 5,2023-11-10,158683,4068,13533,11725,39,0.33,1,158683,IDR
Campaign Name 5,Ad Group Name 5,Ad Name 5,2023-11-11,333108,5287,16758,19877,63,0.32,5,66621,IDR
Campaign Name 5,Ad Group Name 5,Ad Name 5,2023-11-12,383669,4678,13848,27704,82,0.3,8,47958,IDR
Campaign Name 5,Ad Group Name 5,Ad Name 5,2023-11-13,341285,3792,10112,33749,90,0.27,0,0,IDR
Campaign Name 5,Ad Group Name 5,Ad Name 5,2023-11-14,122469,5324,17870,6853,23,0.34,0,0,IDR
Campaign Name 5,Ad Group Name 5,Ad Name 5,2023-11-15,86162,3077,22126,3894,28,0.72,1,86162,IDR
Campaign Name 5,Ad Group Name 5,Ad Name 5,2023-11-16,113895,4218,24008,4744,27,0.57,1,113895,IDR
Campaign Name 5,Ad Group Name 5,Ad Name 5,2023-11-17,71623,3769,20857,3434,19,0.55,0,0,IDR
Campaign Name 5,Ad Group Name 5,Ad Name 5,2023-11-18,59339,3955,22108,2684,15,0.56,2,29669,IDR
Campaign Name 5,Ad Group Name 5,Ad Name 5,2023-11-19,57494,3026,22635,2540,19,0.75,1,57494,IDR
Campaign Name 5,Ad Group Name 5,Ad Name 5,2023-11-20,50015,3847,19590,2553,13,0.51,0,0,IDR
Campaign Name 5,Ad Group Name 5,Ad Name 5,2023-11-21,42622,6088,19982,2133,7,0.33,0,0,IDR
Campaign Name 5,Ad Group Name 5,Ad Name 5,2023-11-22,14598,2919,21342,684,5,0.73,1,14598,IDR
Campaign Name 5,Ad Group Name 5,Ad Name 5,2023-11-23,0,0,0,0,0,0.0,0,0,IDR
Campaign Name 5,Ad Group Name 5,Ad Name 5,2023-11-24,0,0,0,0,0,0.0,0,0,IDR
Campaign Name 5,Ad Group Name 5,Ad Name 5,2023-11-25,0,0,0,0,0,0.0,0,0,IDR
Campaign Name 5,Ad Group Name 5,Ad Name 5,2023-11-26,0,0,0,0,0,0.0,0,0,IDR
Campaign Name 5,Ad Group Name 5,Ad Name 5,2023-12-04,0,0,0,0,0,0.0,0,0,IDR
Campaign Name 5,Ad Group Name 5,Ad Name 5,2023-12-09,0,0,0,0,0,0.0,0,0,IDR
Campaign Name 5,Ad Group Name 5,Ad Name 5,2023-12-10,0,0,0,0,0,0.0,0,0,IDR
