Campaign name,Ad Group Name,Ad Name,Date,Cost,CPC (Destination),CPM,Impression,Clicks (Destination),CTR (Destination),Conversions,CPA,Currency
Campaign Name 1,Ad Group Name 1,Ad Name 1,2023-11-21,133917,4782,17980,7448,28,0.38,3,44639,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2023-11-22,165641,4732,12492,13259,35,0.26,6,27606,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2023-11-23,177813,3419,10999,16165,52,0.32,4,44453,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2023-11-24,438486,2865,9227,47522,153,0.32,9,48720,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2023-11-25,476392,3240,7963,59822,147,0.25,4,119098,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2023-11-26,339734,3431,9429,36028,99,0.27,5,67946,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2023-11-27,727898,4159,12087,60221,175,0.29,9,80877,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2023-11-28,858948,3355,10383,82721,256,0.31,12,71579,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2023-11-29,807587,3154,9241,87389,256,0.29,16,50474,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2023-11-30,818493,2998,10344,79126,273,0.35,22,37204,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2023-12-01,40493,2381,8170,4956,17,0.34,2,20246,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2023-12-02,906362,2496,7595,119331,363,0.3,16,56647,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2023-12-03,828069,3508,10426,79420,236,0.3,16,51754,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2023-12-04,683990,2505,8453,80915,273,0.34,13,52614,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2023-12-05,931048,2770,8636,107798,336,0.31,19,49002,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2023-12-06,759791,2845,10323,73597,267,0.36,16,47486,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2023-12-07,1222386,2504,7406,165047,488,0.3,34,35952,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2023-12-08,732828,2070,6984,104917,354,0.34,14,52344,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2023-12-09,1054889,2922,8748,120577,361,0.3,28,37674,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2023-12-10,1004017,2649,8507,118018,379,0.32,22,45637,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2023-12-11,1125649,3170,8429,133533,355,0.27,19,59244,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2023-12-12,1160761,3030,11380,101994,383,0.38,13,89289,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2023-12-13,854275,2866,9929,86031,298,0.35,11,77661,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2023-12-14,808302,2907,10535,76720,278,0.36,10,80830,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2023-12-15,810529,3570,10728,75546,227,0.3,7,115789,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2023-12-16,733123,3425,11878,61721,214,0.35,7,104731,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2023-12-17,380138,3519,13172,28858,108,0.37,6,63356,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2023-12-18,445949,4167,13510,33008,107,0.32,6,74324,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2023-12-19,371503,2672,8392,44264,139,0.31,5,74300,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2023-12-20,499540,2838,10627,47005,176,0.37,5,99908,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2023-12-21,563556,2831,12040,46805,199,0.43,8,70444,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2023-12-22,544919,2752,11758,46342,198,0.43,8,68114,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2023-12-23,580395,2626,9109,63711,221,0.35,4,145098,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2023-12-24,462357,3476,12690,36432,133,0.37,9,51373,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2023-12-25,564815,2544,10213,55299,222,0.4,6,94135,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2023-12-26,522883,2575,9343,55961,203,0.36,4,130720,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2023-12-27,699168,2763,10758,64988,253,0.39,10,69916,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2023-12-28,474076,2590,11439,41441,183,0.44,6,79012,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2023-12-29,460027,2434,12495,36814,189,0.51,10,46002,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2023-12-30,395789,2729,11439,34599,145,0.42,5,79157,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2023-12-31,431245,2782,11910,36208,155,0.43,10,43124,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2024-01-01,329518,2009,11163,29518,164,0.56,8,41189,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2024-01-02,362764,1304,6092,59545,278,0.47,4,90691,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2024-01-03,608817,2406,10433,58352,253,0.43,12,50734,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2024-01-04,478937,2359,9318,51395,203,0.39,9,53215,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2024-01-05,525962,3207,11032,47674,164,0.34,13,40458,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2024-01-06,444515,2377,9622,46197,187,0.4,10,44451,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2024-01-07,486783,2264,9682,50276,215,0.43,9,54087,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2024-01-08,624034,2862,9064,68844,218,0.32,13,48002,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2024-01-09,389842,1856,5437,71690,210,0.29,6,64973,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2024-01-10,676751,2488,8185,82680,272,0.33,16,42296,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2024-01-11,551463,2933,11391,48412,188,0.39,12,45955,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2024-01-12,503952,2411,9581,52594,209,0.4,12,41996,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2024-01-13,487666,1766,6755,72191,276,0.38,6,81277,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2024-01-14,605836,1941,7923,76458,312,0.41,9,67315,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2024-01-15,531322,2330,8652,61406,228,0.37,10,53132,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2024-01-16,499451,2344,8391,59517,213,0.36,6,83241,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2024-01-17,544985,2499,8552,63720,218,0.34,9,60553,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2024-01-18,505798,2719,13000,38905,186,0.48,8,63224,IDR
Campaign Name 2,Ad Group Name 1,Ad Name 1,2024-01-18,328358,2026,10331,31781,162,0.51,3,109452,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2024-01-19,549044,2589,10753,51057,212,0.42,7,78434,IDR
Campaign Name 2,Ad Group Name 1,Ad Name 1,2024-01-19,454925,9889,49330,9222,46,0.5,3,151641,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2024-01-20,501707,1824,7303,68696,275,0.4,6,83617,IDR
Campaign Name 2,Ad Group Name 1,Ad Name 1,2024-01-20,284188,3229,13716,20719,88,0.42,4,71047,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2024-01-21,579186,3032,10740,53925,191,0.35,9,64354,IDR
Campaign Name 2,Ad Group Name 1,Ad Name 1,2024-01-21,232559,2349,10567,22006,99,0.45,2,116279,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2024-01-22,417149,2034,8380,49779,205,0.41,7,59592,IDR
Campaign Name 2,Ad Group Name 1,Ad Name 1,2024-01-22,350403,2305,8953,39134,152,0.39,6,58400,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2024-01-23,449464,1988,6798,66113,226,0.34,7,64209,IDR
Campaign Name 2,Ad Group Name 1,Ad Name 1,2024-01-23,223360,2863,10401,21474,78,0.36,1,223360,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2024-01-24,450155,2055,9329,48253,219,0.45,4,112538,IDR
Campaign Name 2,Ad Group Name 1,Ad Name 1,2024-01-24,340069,4250,16911,20109,80,0.4,1,340069,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2024-01-25,468745,1795,7981,58727,261,0.44,1,468745,IDR
Campaign Name 2,Ad Group Name 1,Ad Name 1,2024-01-25,65224,5017,13213,4936,13,0.26,0,0,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2024-01-26,523101,2527,11851,44137,207,0.47,8,65387,IDR
Campaign Name 2,Ad Group Name 1,Ad Name 1,2024-01-26,0,0,0,0,0,0.0,0,0,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2024-01-27,378664,2743,13867,27305,138,0.51,5,75732,IDR
Campaign Name 2,Ad Group Name 1,Ad Name 1,2024-01-27,0,0,0,0,0,0.0,0,0,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2024-01-28,309151,2711,11123,27792,114,0.41,1,309151,IDR
Campaign Name 2,Ad Group Name 1,Ad Name 1,2024-01-28,0,0,0,0,0,0.0,0,0,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2024-01-29,454839,3887,18647,24392,117,0.48,9,50537,IDR
Campaign Name 2,Ad Group Name 1,Ad Name 1,2024-01-29,0,0,0,0,0,0.0,0,0,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2024-01-30,475911,4174,16790,28344,114,0.4,6,79318,IDR
Campaign Name 2,Ad Group Name 1,Ad Name 1,2024-01-30,0,0,0,0,0,0.0,0,0,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2024-01-31,533040,2944,12274,43426,181,0.42,14,38074,IDR
Campaign Name 2,Ad Group Name 1,Ad Name 1,2024-01-31,0,0,0,0,0,0.0,0,0,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2024-02-01,490658,5219,25600,19166,94,0.49,9,54517,IDR
Campaign Name 2,Ad Group Name 1,Ad Name 1,2024-02-01,0,0,0,0,0,0.0,0,0,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2024-02-02,430711,3445,14181,30372,125,0.41,11,39155,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2024-02-03,402343,3691,15003,26817,109,0.41,8,50292,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2024-02-04,356780,2258,10426,34219,158,0.46,4,89195,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2024-02-05,505910,3328,14522,34836,152,0.44,7,72272,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2024-02-06,549008,3452,19056,28809,159,0.55,5,109801,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2024-02-07,566034,3699,11883,47633,153,0.32,8,70754,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2024-02-08,0,0,0,0,0,0.0,0,0,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2024-02-09,0,0,0,0,0,0.0,0,0,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2024-02-10,0,0,0,0,0,0.0,0,0,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2024-02-11,0,0,0,0,0,0.0,0,0,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2024-02-12,0,0,0,0,0,0.0,0,0,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2024-02-13,0,0,0,0,0,0.0,0,0,IDR
Campaign Name 2,Ad Group Name 1,Ad Name 1,2024-02-14,0,0,0,0,0,0.0,0,0,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2024-02-19,0,0,0,0,0,0.0,0,0,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2024-02-24,0,0,0,0,0,0.0,0,0,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2024-03-02,0,0,0,0,0,0.0,0,0,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2024-03-06,0,0,0,0,0,0.0,0,0,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2024-03-07,0,0,0,0,0,0.0,0,0,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2024-03-13,0,0,0,0,0,0.0,0,0,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2024-03-14,0,0,0,0,0,0.0,0,0,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2024-03-15,0,0,0,0,0,0.0,0,0,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2024-03-16,0,0,0,0,0,0.0,0,0,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2024-03-21,0,0,0,0,0,0.0,0,0,IDR
Campaign Name 1,Ad Group Name 1,Ad Name 1,2024-03-26,0,0,0,0,0,0.0,0,0,IDR
