Campaign name,Ad Group Name,Ad Name,Date,Cost,CPC (Destination),CPM,Impression,Clicks (Destination),CTR (Destination),Conversions,CPA,Currency
Campaign Name 6,Ad Group Name 6,Ad Name 6,2023-10-15,7325,7325,15228,481,1,0.21,0,0,IDR
Campaign Name 6,Ad Group Name 6,Ad Name 6,2023-10-16,4292,1073,11856,362,4,1.1,0,0,IDR
Campaign Name 6,Ad Group Name 6,Ad Name 6,2023-10-17,5148,858,14420,357,6,1.68,0,0,IDR
Campaign Name 6,Ad Group Name 6,Ad Name 6,2023-10-18,3944,0,11204,352,0,0.0,0,0,IDR
Campaign Name 6,Ad Group Name 6,Ad Name 6,2023-10-19,4098,2049,14688,279,2,0.72,0,0,IDR
Campaign Name 6,Ad Group Name 6,Ad Name 6,2023-10-20,5719,2859,13269,431,2,0.46,0,0,IDR
Campaign Name 6,Ad Group Name 6,Ad Name 6,2023-10-21,13470,1924,17888,753,7,0.93,0,0,IDR
Campaign Name 6,Ad Group Name 6,Ad Name 6,2023-10-22,9481,2370,16840,563,4,0.71,0,0,IDR
Campaign Name 6,Ad Group Name 6,Ad Name 6,2023-10-23,18525,3087,20114,921,6,0.65,0,0,IDR
Campaign Name 7,Ad Group Name 7,Ad Name 6,2023-10-24,21554,7184,13362,1613,3,0.19,0,0,IDR
Campaign Name 6,Ad Group Name 6,Ad Name 6,2023-10-24,11760,2940,16680,705,4,0.57,0,0,IDR
Campaign Name 7,Ad Group Name 7,Ad Name 6,2023-10-25,21620,4324,14717,1469,5,0.34,0,0,IDR
Campaign Name 6,Ad Group Name 6,Ad Name 6,2023-10-25,12974,1853,11370,1141,7,0.61,0,0,IDR
Campaign Name 7,Ad Group Name 7,Ad Name 6,2023-10-26,25278,12639,25846,978,2,0.2,0,0,IDR
Campaign Name 6,Ad Group Name 6,Ad Name 6,2023-10-26,20253,2250,14242,1422,9,0.63,0,0,IDR
Campaign Name 7,Ad Group Name 7,Ad Name 6,2023-10-27,34750,4343,41369,840,8,0.95,1,34750,IDR
Campaign Name 6,Ad Group Name 6,Ad Name 6,2023-10-27,12587,1798,15597,807,7,0.87,1,12587,IDR
Campaign Name 6,Ad Group Name 6,Ad Name 6,2023-10-28,9343,3114,14485,645,3,0.47,1,9343,IDR
Campaign Name 7,Ad Group Name 7,Ad Name 6,2023-10-28,7252,7252,35203,206,1,0.49,0,0,IDR
Campaign Name 6,Ad Group Name 6,Ad Name 6,2023-10-29,11332,2266,12290,922,5,0.54,0,0,IDR
Campaign Name 7,Ad Group Name 7,Ad Name 6,2023-10-29,16,0,16000,1,0,0.0,0,0,IDR
Campaign Name 6,Ad Group Name 6,Ad Name 6,2023-10-30,10429,2607,16793,621,4,0.64,0,0,IDR
Campaign Name 7,Ad Group Name 7,Ad Name 6,2023-10-30,0,0,0,0,0,0.0,0,0,IDR
Campaign Name 6,Ad Group Name 6,Ad Name 6,2023-10-31,8738,2184,15492,564,4,0.71,0,0,IDR
Campaign Name 7,Ad Group Name 7,Ad Name 6,2023-10-31,0,0,0,0,0,0.0,0,0,IDR
Campaign Name 6,Ad Group Name 6,Ad Name 6,2023-11-01,11389,2847,11609,981,4,0.41,0,0,IDR
Campaign Name 6,Ad Group Name 6,Ad Name 6,2023-11-02,15247,2178,11930,1278,7,0.55,0,0,IDR
Campaign Name 6,Ad Group Name 6,Ad Name 6,2023-11-03,16900,2816,12080,1399,6,0.43,0,0,IDR
Campaign Name 6,Ad Group Name 6,Ad Name 6,2023-11-04,37425,3742,15369,2435,10,0.41,1,37425,IDR
Campaign Name 6,Ad Group Name 6,Ad Name 6,2023-11-05,33814,2254,12115,2791,15,0.54,1,33814,IDR
Campaign Name 6,Ad Group Name 6,Ad Name 6,2023-11-06,28251,3139,14963,1888,9,0.48,0,0,IDR
Campaign Name 6,Ad Group Name 6,Ad Name 6,2023-11-07,18293,3048,18897,968,6,0.62,0,0,IDR
Campaign Name 6,Ad Group Name 6,Ad Name 6,2023-11-08,22555,4511,18655,1209,5,0.41,0,0,IDR
Campaign Name 6,Ad Group Name 6,Ad Name 6,2023-11-09,23162,7720,16735,1384,3,0.22,0,0,IDR
Campaign Name 6,Ad Group Name 6,Ad Name 6,2023-11-10,17917,4479,15379,1165,4,0.34,0,0,IDR
Campaign Name 6,Ad Group Name 6,Ad Name 6,2023-11-11,40063,5723,18202,2201,7,0.32,1,40063,IDR
Campaign Name 6,Ad Group Name 6,Ad Name 6,2023-11-12,49374,3526,17060,2894,14,0.48,1,49374,IDR
Campaign Name 6,Ad Group Name 6,Ad Name 6,2023-11-13,54104,2459,11954,4526,22,0.49,0,0,IDR
Campaign Name 6,Ad Group Name 6,Ad Name 6,2023-11-14,22314,7438,18215,1225,3,0.24,0,0,IDR
Campaign Name 6,Ad Group Name 6,Ad Name 6,2023-11-15,6888,3444,19402,355,2,0.56,0,0,IDR
Campaign Name 6,Ad Group Name 6,Ad Name 6,2023-11-16,5342,1335,19355,276,4,1.45,0,0,IDR
Campaign Name 6,Ad Group Name 6,Ad Name 6,2023-11-17,4279,4279,20279,211,1,0.47,0,0,IDR
Campaign Name 6,Ad Group Name 6,Ad Name 6,2023-11-18,3099,0,16661,186,0,0.0,0,0,IDR
Campaign Name 6,Ad Group Name 6,Ad Name 6,2023-11-19,3395,3395,16642,204,1,0.49,0,0,IDR
Campaign Name 6,Ad Group Name 6,Ad Name 6,2023-11-20,2522,0,13706,184,0,0.0,0,0,IDR
Campaign Name 6,Ad Group Name 6,Ad Name 6,2023-11-21,4042,0,13296,304,0,0.0,0,0,IDR
Campaign Name 6,Ad Group Name 6,Ad Name 6,2023-11-22,1066,0,19740,54,0,0.0,0,0,IDR
Campaign Name 6,Ad Group Name 6,Ad Name 6,2023-11-23,0,0,0,0,0,0.0,0,0,IDR
Campaign Name 6,Ad Group Name 6,Ad Name 6,2023-11-24,0,0,0,0,0,0.0,0,0,IDR
