Campaign name,Ad Group Name,Ad Name,Date,Cost,CPC (Destination),CPM,Impression,Clicks (Destination),CTR (Destination),Conversions,CPA,Currency
Konversi 09 10 sept lapor fajri,Ad group1,Copy 1 of Zymuno brif 4.mov_2023-06-24 00:14:38,2023-10-06,0,0,0,0,0,0.0,0,0,IDR
Konversi 09 10 sept lapor fajri,Ad group1,Copy 1 of Zymuno brif 4.mov_2023-06-24 00:14:38,2023-10-07,0,0,0,0,0,0.0,0,0,IDR
Konversi 09 10 sept lapor fajri,Ad group1,Copy 1 of Zymuno brif 4.mov_2023-06-24 00:14:38,2023-10-07,0,0,0,0,0,0.0,0,0,IDR
Konversi 09 10 sept lapor fajri,Ad group1,Copy 1 of Zymuno brif 4.mov_2023-06-24 00:14:38,2023-10-09,64003,3047,19723,3245,21,0.65,1,64003,IDR
Konversi 09 10 sept lapor fajri,Ad group1,Copy 1 of Zymuno brif 4.mov_2023-06-24 00:14:38,2023-10-09,25673,2333,14013,1832,11,0.6,0,0,IDR
Konversi 09 10 sept lapor fajri,Ad group1,Copy 1 of Zymuno brif 4.mov_2023-06-24 00:14:38,2023-10-10,87536,3242,10428,8394,27,0.32,2,43768,IDR
Konversi 09 10 sept lapor fajri,Ad group1,Copy 1 of Zymuno brif 4.mov_2023-06-24 00:14:38,2023-10-10,84612,5640,21016,4026,15,0.37,2,42306,IDR
Konversi 09 10 sept lapor fajri,Ad group1,Copy 1 of Zymuno brif 4.mov_2023-06-24 00:14:38,2023-10-11,108363,3386,22655,4783,32,0.67,2,54181,IDR
Konversi 09 10 sept lapor fajri,Ad group1,Copy 1 of Zymuno brif 4.mov_2023-06-24 00:14:38,2023-10-11,67233,2923,10658,6308,23,0.36,1,67233,IDR
Konversi 09 10 sept lapor fajri,Ad group1,Copy 1 of Zymuno brif 4.mov_2023-06-24 00:14:38,2023-10-12,62268,1886,15752,3953,33,0.83,1,62268,IDR
Konversi 09 10 sept lapor fajri,Ad group1,Copy 1 of Zymuno brif 4.mov_2023-06-24 00:14:38,2023-10-12,28751,1437,8990,3198,20,0.63,0,0,IDR
Konversi 09 10 sept lapor fajri,Ad group1,Copy 1 of Zymuno brif 4.mov_2023-06-24 00:14:38,2023-10-13,145298,2741,20595,7055,53,0.75,4,36324,IDR
Konversi 09 10 sept lapor fajri,Ad group1,Copy 1 of Zymuno brif 4.mov_2023-06-24 00:14:38,2023-10-13,39291,3929,14568,2697,10,0.37,0,0,IDR
Konversi 09 10 sept lapor fajri,Ad group1,Copy 1 of Zymuno brif 4.mov_2023-06-24 00:14:38,2023-10-14,74001,4933,17395,4254,15,0.35,1,74001,IDR
Konversi 09 10 sept lapor fajri,Ad group1,Copy 1 of Zymuno brif 4.mov_2023-06-24 00:14:38,2023-10-14,39089,2171,12362,3162,18,0.57,0,0,IDR
Konversi 09 10 sept lapor fajri,Ad group1,Copy 1 of Zymuno brif 4.mov_2023-06-24 00:14:38,2023-10-15,78050,3122,17472,4467,25,0.56,2,39025,IDR
Konversi 09 10 sept lapor fajri,Ad group1,Copy 1 of Zymuno brif 4.mov_2023-06-24 00:14:38,2023-10-15,32697,3633,11681,2799,9,0.32,0,0,IDR
Konversi 09 10 sept lapor fajri,Ad group1,Copy 1 of Zymuno brif 4.mov_2023-06-24 00:14:38,2023-10-16,75540,2604,12430,6077,29,0.48,1,75540,IDR
Konversi 09 10 sept lapor fajri,Ad group1,Copy 1 of Zymuno brif 4.mov_2023-06-24 00:14:38,2023-10-16,7926,2642,11306,701,3,0.43,0,0,IDR
Konversi 09 10 sept lapor fajri,Ad group1,Copy 1 of Zymuno brif 4.mov_2023-06-24 00:14:38,2023-10-17,111526,2720,10953,10182,41,0.4,1,111526,IDR
Konversi 09 10 sept lapor fajri,Ad group1,Copy 1 of Zymuno brif 4.mov_2023-06-24 00:14:38,2023-10-17,2190,1095,10281,213,2,0.94,0,0,IDR
Konversi 09 10 sept lapor fajri,Ad group1,Copy 1 of Zymuno brif 4.mov_2023-06-24 00:14:38,2023-10-18,85480,3716,12211,7000,23,0.33,1,85480,IDR
Konversi 09 10 sept lapor fajri,Ad group1,Copy 1 of Zymuno brif 4.mov_2023-06-24 00:14:38,2023-10-18,0,0,0,0,0,0.0,0,0,IDR
Konversi 09 10 sept lapor fajri,Ad group1,Copy 1 of Zymuno brif 4.mov_2023-06-24 00:14:38,2023-10-19,65722,2190,11173,5882,30,0.51,1,65722,IDR
Konversi 09 10 sept lapor fajri,Ad group1,Copy 1 of Zymuno brif 4.mov_2023-06-24 00:14:38,2023-10-19,0,0,0,0,0,0.0,0,0,IDR
Konversi 09 10 sept lapor fajri,Ad group1,Copy 1 of Zymuno brif 4.mov_2023-06-24 00:14:38,2023-10-20,137756,4174,14771,9326,33,0.35,1,137756,IDR
Konversi 09 10 sept lapor fajri,Ad group1,Copy 1 of Zymuno brif 4.mov_2023-06-24 00:14:38,2023-10-20,0,0,0,0,0,0.0,0,0,IDR
Konversi 09 10 sept lapor fajri,Ad group1,Copy 1 of Zymuno brif 4.mov_2023-06-24 00:14:38,2023-10-21,191437,3612,16092,11896,53,0.45,4,47859,IDR
Konversi 09 10 sept lapor fajri,Ad group1,Copy 1 of Zymuno brif 4.mov_2023-06-24 00:14:38,2023-10-22,171659,3503,15172,11314,49,0.43,3,57219,IDR
Konversi 09 10 sept lapor fajri,Ad group1,Copy 1 of Zymuno brif 4.mov_2023-06-24 00:14:38,2023-10-23,223827,3610,14788,15135,62,0.41,3,74609,IDR
Konversi 09 10 sept lapor fajri,Ad group1,Copy 1 of Zymuno brif 4.mov_2023-06-24 00:14:38,2023-10-24,168824,3445,9789,17245,49,0.28,1,168824,IDR
Konversi 09 10 sept lapor fajri,Ad group1,Copy 1 of Zymuno brif 4.mov_2023-06-24 00:14:38,2023-10-25,227266,2417,9461,24019,94,0.39,1,227266,IDR
Konversi 09 10 sept lapor fajri,Ad group1,Copy 1 of Zymuno brif 4.mov_2023-06-24 00:14:38,2023-10-26,59127,4548,11998,4928,13,0.26,0,0,IDR
Konversi 09 10 sept lapor fajri,Ad group1,Copy 1 of Zymuno brif 4.mov_2023-06-24 00:14:38,2023-10-27,0,0,0,0,0,0.0,0,0,IDR
Konversi 09 10 sept lapor fajri,Ad group1,Copy 1 of Zymuno brif 4.mov_2023-06-24 00:14:38,2023-10-28,7,0,3500,2,0,0.0,0,0,IDR
Konversi 09 10 sept lapor fajri,Ad group1,Copy 1 of Zymuno brif 4.mov_2023-06-24 00:14:38,2023-10-29,0,0,0,0,0,0.0,0,0,IDR
Konversi 09 10 sept lapor fajri,Ad group1,Copy 1 of Zymuno brif 4.mov_2023-06-24 00:14:38,2023-10-30,0,0,0,0,0,0.0,0,0,IDR
Konversi 09 10 sept lapor fajri,Ad group1,Copy 1 of Zymuno brif 4.mov_2023-06-24 00:14:38,2023-11-19,0,0,0,0,0,0.0,0,0,IDR
