Campaign name,Ad Group Name,Ad Name,Date,Cost,CPC (Destination),CPM,Impression,Clicks (Destination),CTR (Destination),Conversions,CPA,Currency
Konversi 09 10 sept lapor fajri,Ad group1,Zymuno brif 4.mov_2023-06-24 00:14:38,2023-08-03,0,0,0,0,0,0.0,0,0,IDR
Konversi 09 10 sept lapor fajri,Ad group1,Zymuno brif 4.mov_2023-06-24 00:14:38,2023-08-04,0,0,0,0,0,0.0,0,0,IDR
Konversi 09 10 sept lapor fajri,Ad group1,Zymuno brif 4.mov_2023-06-24 00:14:38,2023-08-05,0,0,0,0,0,0.0,0,0,IDR
Konversi 09 10 sept lapor fajri,Ad group1,Zymuno brif 4.mov_2023-06-24 00:14:38,2023-08-08,0,0,0,0,0,0.0,0,0,IDR
Konversi 09 10 sept lapor fajri,Ad group1,Zymuno brif 4.mov_2023-06-24 00:14:38,2023-08-09,0,0,0,0,0,0.0,0,0,IDR
Konversi 09 10 sept lapor fajri,Ad group1,Zymuno brif 4.mov_2023-06-24 00:14:38,2023-08-17,0,0,0,0,0,0.0,0,0,IDR
Konversi 09 10 sept lapor fajri,Ad group1,Zymuno brif 4.mov_2023-06-24 00:14:38,2023-08-24,2185,728,7094,308,3,0.97,0,0,IDR
Konversi 09 10 sept lapor fajri,Ad group1,Zymuno brif 4.mov_2023-06-24 00:14:38,2023-09-23,52589,2103,11232,4682,25,0.53,0,0,IDR
Konversi 09 10 sept lapor fajri,Ad group1,Zymuno brif 4.mov_2023-06-24 00:14:38,2023-09-24,73601,1533,9277,7933,48,0.61,1,73601,IDR
Konversi 09 10 sept lapor fajri,Ad group1,Zymuno brif 4.mov_2023-06-24 00:14:38,2023-09-25,80076,1380,7990,10021,58,0.58,1,80076,IDR
Konversi 09 10 sept lapor fajri,Ad group1,Zymuno brif 4.mov_2023-06-24 00:14:38,2023-09-26,195822,1605,8538,22933,122,0.53,3,65274,IDR
Konversi 09 10 sept lapor fajri,Ad group1,Zymuno brif 4.mov_2023-06-24 00:14:38,2023-09-27,191840,1431,7040,27250,134,0.49,2,95920,IDR
Konversi 09 10 sept lapor fajri,Ad group1,Zymuno brif 4.mov_2023-06-24 00:14:38,2023-09-28,216602,1230,5123,42274,176,0.42,5,43320,IDR
Konversi 09 10 sept lapor fajri,Ad group1,Zymuno brif 4.mov_2023-06-24 00:14:38,2023-09-29,130526,1144,6069,21504,114,0.53,1,130526,IDR
Konversi 09 10 sept lapor fajri,Ad group1,Zymuno brif 4.mov_2023-06-24 00:14:38,2023-09-30,81087,1192,9308,8711,68,0.78,1,81087,IDR
Konversi 09 10 sept lapor fajri,Ad group1,Zymuno brif 4.mov_2023-06-24 00:14:38,2023-10-01,62946,767,8175,7699,82,1.07,0,0,IDR
Konversi 09 10 sept lapor fajri,Ad group1,Zymuno brif 4.mov_2023-06-24 00:14:38,2023-10-02,70413,1466,11509,6118,48,0.78,0,0,IDR
Konversi 09 10 sept lapor fajri,Ad group1,Zymuno brif 4.mov_2023-06-24 00:14:38,2023-10-03,255,0,15937,16,0,0.0,0,0,IDR
Konversi 09 10 sept lapor fajri,Ad group1,Zymuno brif 4.mov_2023-06-24 00:14:38,2023-10-04,0,0,0,0,0,0.0,0,0,IDR
Konversi 09 10 sept lapor fajri,Ad group1,Zymuno brif 4.mov_2023-06-24 00:14:38,2023-10-05,0,0,0,0,0,0.0,0,0,IDR
Konversi 09 10 sept lapor fajri,Ad group1,Zymuno brif 4.mov_2023-06-24 00:14:38,2023-10-06,0,0,0,0,0,0.0,0,0,IDR
Konversi 09 10 sept lapor fajri,Ad group1,Zymuno brif 4.mov_2023-06-24 00:14:38,2023-10-07,0,0,0,0,0,0.0,0,0,IDR
Konversi 09 10 sept lapor fajri,Ad group1,Zymuno brif 4.mov_2023-06-24 00:14:38,2023-10-08,0,0,0,0,0,0.0,0,0,IDR
Konversi 09 10 sept lapor fajri,Ad group1,Zymuno brif 4.mov_2023-06-24 00:14:38,2023-10-09,29803,1655,15727,1895,18,0.95,1,29803,IDR
Konversi 09 10 sept lapor fajri,Ad group1,Zymuno brif 4.mov_2023-06-24 00:14:38,2023-10-10,74244,2183,7302,10167,34,0.33,1,74244,IDR
Konversi 09 10 sept lapor fajri,Ad group1,Zymuno brif 4.mov_2023-06-24 00:14:38,2023-10-11,62603,1738,15545,4027,36,0.89,3,20867,IDR
Konversi 09 10 sept lapor fajri,Ad group1,Zymuno brif 4.mov_2023-06-24 00:14:38,2023-10-12,68321,1552,10138,6739,44,0.65,0,0,IDR
Konversi 09 10 sept lapor fajri,Ad group1,Zymuno brif 4.mov_2023-06-24 00:14:38,2023-10-13,58944,1473,13107,4497,40,0.89,0,0,IDR
Konversi 09 10 sept lapor fajri,Ad group1,Zymuno brif 4.mov_2023-06-24 00:14:38,2023-10-14,79967,2351,13021,6141,34,0.55,2,39983,IDR
Konversi 09 10 sept lapor fajri,Ad group1,Zymuno brif 4.mov_2023-06-24 00:14:38,2023-10-15,78774,2129,13868,5680,37,0.65,1,78774,IDR
Konversi 09 10 sept lapor fajri,Ad group1,Zymuno brif 4.mov_2023-06-24 00:14:38,2023-10-16,87429,2914,11269,7758,30,0.39,0,0,IDR
Konversi 09 10 sept lapor fajri,Ad group1,Zymuno brif 4.mov_2023-06-24 00:14:38,2023-10-17,118854,2476,8913,13334,48,0.36,0,0,IDR
Konversi 09 10 sept lapor fajri,Ad group1,Zymuno brif 4.mov_2023-06-24 00:14:38,2023-10-18,150475,2687,9210,16337,56,0.34,3,50158,IDR
Konversi 09 10 sept lapor fajri,Ad group1,Zymuno brif 4.mov_2023-06-24 00:14:38,2023-10-19,136640,2203,9002,15178,62,0.41,2,68320,IDR
Konversi 09 10 sept lapor fajri,Ad group1,Zymuno brif 4.mov_2023-06-24 00:14:38,2023-10-20,39504,2194,10417,3792,18,0.47,0,0,IDR
Konversi 09 10 sept lapor fajri,Ad group1,Zymuno brif 4.mov_2023-06-24 00:14:38,2023-10-21,0,0,0,0,0,0.0,0,0,IDR
Konversi 09 10 sept lapor fajri,Ad group1,Zymuno brif 4.mov_2023-06-24 00:14:38,2023-10-22,0,0,0,0,0,0.0,0,0,IDR
Konversi 09 10 sept lapor fajri,Ad group1,Zymuno brif 4.mov_2023-06-24 00:14:38,2023-10-23,0,0,0,0,0,0.0,0,0,IDR
Konversi 09 10 sept lapor fajri,Ad group1,Zymuno brif 4.mov_2023-06-24 00:14:38,2023-10-24,0,0,0,0,0,0.0,0,0,IDR
Konversi 09 10 sept lapor fajri,Ad group1,Zymuno brif 4.mov_2023-06-24 00:14:38,2023-10-25,0,0,0,0,0,0.0,0,0,IDR
Konversi 09 10 sept lapor fajri,Ad group1,Zymuno brif 4.mov_2023-06-24 00:14:38,2023-10-26,0,0,0,0,0,0.0,0,0,IDR
Konversi 09 10 sept lapor fajri,Ad group1,Zymuno brif 4.mov_2023-06-24 00:14:38,2023-11-15,0,0,0,0,0,0.0,0,0,IDR
